,Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
953,953,26,female,3,own,little,,10974,36,furniture/equipment,Bad
954,954,29,female,2,own,little,little,1893,12,car,Good
955,955,57,female,3,rent,rich,little,1231,24,radio/TV,Good
956,956,49,male,1,own,,rich,3656,30,radio/TV,Good
957,957,37,male,1,own,little,moderate,1154,9,radio/TV,Good
958,958,45,male,1,own,little,little,4006,28,car,Bad
959,959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,Good
960,960,30,male,2,rent,little,,1740,6,radio/TV,Good
961,961,47,male,2,own,little,moderate,2353,21,car,Good
962,962,29,male,2,own,,,3556,15,car,Good
963,963,35,male,2,own,quite rich,,2397,24,radio/TV,Bad
964,964,22,male,1,own,little,moderate,454,6,repairs,Good
965,965,26,female,2,own,,moderate,1715,30,radio/TV,Good
966,966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,Bad
967,967,54,female,3,rent,little,,3568,15,radio/TV,Good
968,968,29,male,2,rent,,,7166,42,radio/TV,Good
969,969,40,male,1,own,little,little,3939,11,car,Good
970,970,22,male,2,own,moderate,moderate,1514,15,repairs,Good
971,971,43,male,1,own,little,,7393,24,car,Good
972,972,29,female,0,rent,little,little,1193,24,car,Bad
973,973,36,male,2,rent,little,little,7297,60,business,Bad
974,974,33,female,2,own,little,,2831,30,radio/TV,Good
975,975,57,female,1,own,quite rich,rich,1258,24,radio/TV,Good
976,976,64,female,2,own,little,moderate,753,6,radio/TV,Good
977,977,42,male,2,own,,moderate,2427,18,business,Good
978,978,47,male,1,own,little,,2538,24,car,Bad
979,979,25,male,2,rent,moderate,moderate,1264,15,car,Bad
980,980,49,male,2,own,little,moderate,8386,30,furniture/equipment,Bad
981,981,33,male,3,rent,little,,4844,48,business,Bad
982,982,28,female,3,own,moderate,rich,2923,21,car,Good
983,983,26,male,2,own,little,little,8229,36,car,Bad
984,984,30,male,1,own,little,,2028,24,furniture/equipment,Good
985,985,25,female,2,rent,little,little,1433,15,furniture/equipment,Good
986,986,33,male,2,own,little,rich,6289,42,business,Good
987,987,64,female,2,own,moderate,,1409,13,radio/TV,Good
988,988,29,male,3,free,little,little,6579,24,car,Good
989,989,48,male,1,own,little,moderate,1743,24,radio/TV,Good
990,990,37,male,1,own,,,3565,12,education,Good
991,991,34,male,1,own,moderate,,1569,15,radio/TV,Good
992,992,23,male,1,rent,,little,1936,18,radio/TV,Good
993,993,30,male,3,own,little,little,3959,36,furniture/equipment,Good
994,994,50,male,2,own,,,2390,12,car,Good
995,995,31,female,1,own,little,,1736,12,furniture/equipment,Good
996,996,40,male,3,own,little,little,3857,30,car,Good
997,997,38,male,2,own,little,,804,12,radio/TV,Good
998,998,23,male,2,free,little,little,1845,45,radio/TV,Bad
999,999,27,male,2,own,moderate,moderate,4576,45,car,Good
